球员编号,姓名(英文),场上位置(大类),场上位置(细分),惯用脚,身高_cm,国籍(国际),出生日期,转会时年龄,国籍(转会源),位置(转会源)
16136,Dante,Defender,Centre-Back,left,188.0,Brazil,1983-10-18 00:00:00,28.0,Brazil,CB
35207,Marco Reus,Midfield,Attacking Midfield,right,180.0,Germany,1989-05-31 00:00:00,23.0,Germany,AM
58124,Julian Schieber,Attack,Centre-Forward,left,186.0,Germany,,23.0,Germany,CF
41663,Chinedu Obasi,Attack,Centre-Forward,right,188.0,Nigeria,1986-06-01 00:00:00,26.0,Nigeria,CF
24155,Olivier Occean,Attack,Centre-Forward,right,185.0,Canada,1981-10-23 00:00:00,30.0,Canada,CF
78553,Bamba Anderson,Defender,Centre-Back,,,Brazil,1988-01-10 00:00:00,24.0,Brazil,CB
37247,Vadim Demidov,Defender,Centre-Back,,,Norway,1986-10-10 00:00:00,25.0,Norway,CB
53437,Bastian Oczipka,Defender,Left-Back,left,185.0,Germany,1989-01-12 00:00:00,23.0,Germany,LB
4192,Rafael van der Vaart,Midfield,Attacking Midfield,,,Netherlands,1983-02-11 00:00:00,29.0,Netherlands,AM
63737,Petr Jiracek,Midfield,Central Midfield,left,180.0,Czech Republic,1986-03-02 00:00:00,26.0,Czech Republic,CM
62915,Alvaro Dominguez,Defender,Centre-Back,,,Spain,1989-05-16 00:00:00,23.0,Spain,CB
70280,Peniel Mlapa,Attack,Centre-Forward,right,193.0,Togo,1991-02-20 00:00:00,21.0,Togo,CF
42463,Timo Gebhart,Midfield,Attacking Midfield,right,183.0,Germany,,23.0,Germany,AM
1094,Emanuel Pogatetz,Defender,Centre-Back,left,191.0,Austria,1983-01-16 00:00:00,29.0,Austria,CB
27805,Eljero Elia,Attack,Left Winger,right,176.0,Netherlands,1987-02-13 00:00:00,25.0,Netherlands,LW
63022,Jan Moravek,Midfield,Central Midfield,right,180.0,Czech Republic,1989-11-01 00:00:00,22.0,Czech Republic,CM
61591,Zoltan Stieber,Midfield,Attacking Midfield,left,175.0,Hungary,1988-10-16 00:00:00,23.0,Hungary,LW
82110,Thanos Petsos,Midfield,Defensive Midfield,right,184.0,Greece,1991-06-05 00:00:00,21.0,Greece,DM
47543,Eren Derdiyok,Attack,Centre-Forward,right,191.0,,1988-06-12 00:00:00,24.0,Switzerland,CF
53408,Fabian Giefer,Goalkeeper,Goalkeeper,right,196.0,Germany,1990-05-17 00:00:00,22.0,Germany,GK
31216,Tobias Levels,Defender,Right-Back,,,Germany,1986-11-22 00:00:00,25.0,Germany,RB
1568,Stefan Reisinger,Attack,Centre-Forward,right,185.0,Germany,1981-09-14 00:00:00,30.0,Germany,CF
64248,Florian Trinks,Midfield,Attacking Midfield,,,Germany,1992-03-11 00:00:00,20.0,Germany,AM
58178,David Abraham,Defender,Centre-Back,right,188.0,Argentina,1986-07-15 00:00:00,26.0,Argentina,CB
19548,Eugen Polanski,Midfield,Defensive Midfield,right,183.0,Poland,1986-03-17 00:00:00,26.0,Poland,DM
74842,Mario Gotze,Midfield,Attacking Midfield,right,176.0,Germany,1992-06-03 00:00:00,21.0,Germany,AM
88684,Giulio Donati,Defender,Right-Back,right,178.0,Italy,1990-02-05 00:00:00,23.0,Italy,RB
25812,Emir Spahic,Defender,Centre-Back,,,Bosnia-Herzegovina,1980-08-18 00:00:00,32.0,Bosnia-Herzegovina,CB
39106,Adam Szalai,Attack,Centre-Forward,right,193.0,Hungary,1987-12-09 00:00:00,25.0,Hungary,CF
54312,Felipe Santana,Defender,Centre-Back,right,194.0,Brazil,1986-03-17 00:00:00,27.0,Brazil,CB
38415,Johannes Flum,Midfield,Central Midfield,right,190.0,Germany,1987-12-14 00:00:00,25.0,Germany,CM
27611,Stephan Schrock,Midfield,Attacking Midfield,right,170.0,Philippines,1986-08-21 00:00:00,26.0,Philippines,AM
16520,Marco Russ,Defender,Centre-Back,right,190.0,Germany,1985-08-04 00:00:00,27.0,Germany,CB
53602,Marvin Bakalorz,Midfield,Defensive Midfield,right,180.0,Germany,1989-09-13 00:00:00,23.0,Germany,CM
79503,Lasse Sobiech,Defender,Centre-Back,right,196.0,Germany,1991-01-18 00:00:00,22.0,Germany,CB
36182,Max Kruse,Attack,Second Striker,left,180.0,Germany,1988-03-19 00:00:00,25.0,Germany,SS
93844,Leonardo Bittencourt,Midfield,Central Midfield,right,171.0,Germany,1993-12-19 00:00:00,19.0,Germany,AM
39259,Makoto Hasebe,Defender,Centre-Back,right,180.0,Japan,1984-01-18 00:00:00,29.0,Japan,DM
79501,Daniel Ginczek,Attack,Centre-Forward,right,191.0,Germany,1991-04-13 00:00:00,22.0,Germany,CF
10471,Luiz Gustavo,Midfield,Defensive Midfield,left,187.0,Brazil,1987-07-23 00:00:00,26.0,Brazil,DM
38410,Daniel Caligiuri,Attack,Right Winger,right,182.0,Italy,1988-01-15 00:00:00,25.0,Italy,RW
61901,Mohammed Abdellaoue,Attack,Centre-Forward,,,Norway,1985-10-23 00:00:00,27.0,Norway,CF
17885,Karim Haggui,Defender,Centre-Back,,,Tunisia,1984-01-20 00:00:00,29.0,Tunisia,CB
60957,Sebastian Polter,Attack,Centre-Forward,right,192.0,Germany,1991-04-01 00:00:00,22.0,Germany,CF
53534,Julian Koch,Midfield,Defensive Midfield,right,184.0,Germany,1990-11-11 00:00:00,22.0,Germany,DM
42936,Nils Petersen,Attack,Centre-Forward,right,188.0,Germany,1988-12-06 00:00:00,24.0,Germany,CF
14882,Cedric Makiadi,Midfield,Central Midfield,right,177.0,DR Congo,1984-02-23 00:00:00,29.0,DR Congo,CM
88680,Luca Caldirola,Defender,Centre-Back,left,186.0,Italy,1991-02-01 00:00:00,22.0,Italy,CB
50512,Anthony Modeste,Attack,Centre-Forward,right,188.0,France,1988-04-14 00:00:00,25.0,France,CF
13023,Igor de Camargo,Attack,Centre-Forward,right,187.0,Belgium,1983-05-12 00:00:00,30.0,Belgium,CF
79355,Hajime Hosogai,Midfield,Defensive Midfield,right,177.0,Japan,1986-06-10 00:00:00,27.0,Japan,DM
31451,Torsten Oehrl,Attack,Centre-Forward,right,192.0,Germany,1986-01-07 00:00:00,27.0,Germany,CF
91841,Ja-cheol Koo,Midfield,Central Midfield,right,184.0,"Korea, South",1989-02-27 00:00:00,24.0,"Korea, South",CM
12106,Ludovic Obraniak,Midfield,Attacking Midfield,,,Poland,1984-11-10 00:00:00,29.0,Poland,AM
45662,Alexander Esswein,Attack,Right Winger,right,182.0,Germany,1990-03-25 00:00:00,23.0,Germany,RW
126719,Juan Bernat,Defender,Left-Back,left,170.0,Spain,1993-03-01 00:00:00,21.0,Spain,LB
7476,Xabi Alonso,Midfield,Defensive Midfield,right,183.0,Spain,1981-11-25 00:00:00,32.0,Spain,DM
124502,Matthias Ginter,Defender,Centre-Back,right,189.0,Germany,1994-01-19 00:00:00,20.0,Germany,CB
73782,Adrian Ramos,Attack,Centre-Forward,right,185.0,Colombia,1986-01-22 00:00:00,28.0,Colombia,CF
31095,Nuri Sahin,Midfield,Defensive Midfield,left,180.0,Turkey,1988-09-05 00:00:00,25.0,Turkey,DM
39102,Sidney Sam,Attack,Right Winger,left,174.0,Germany,1988-01-31 00:00:00,26.0,Germany,RW
19354,Dennis Aogo,Defender,Left-Back,left,184.0,Germany,1987-01-14 00:00:00,27.0,Germany,DM
49730,Sebastian Jung,Defender,Right-Back,right,179.0,Germany,1990-06-22 00:00:00,24.0,Germany,RB
42783,Andre Hahn,Attack,Right Winger,right,185.0,Germany,1990-08-13 00:00:00,23.0,Germany,RW
89659,Shawn Parker,Attack,Centre-Forward,,,Germany,1993-03-07 00:00:00,21.0,Germany,CF
55089,Oliver Baumann,Goalkeeper,Goalkeeper,right,187.0,Germany,1990-06-02 00:00:00,24.0,Germany,GK
14533,Pirmin Schwegler,Midfield,Defensive Midfield,right,178.0,Switzerland,1987-03-09 00:00:00,27.0,Switzerland,DM
7971,Salomon Kalou,Attack,Left Winger,right,184.0,Cote d'Ivoire,1985-08-05 00:00:00,29.0,Cote d'Ivoire,LW
94199,Tolga Cigerci,Midfield,Defensive Midfield,right,185.0,Türkiye,1992-03-23 00:00:00,22.0,Turkey,DM
18918,Per Ciljan Skjelbred,Midfield,Central Midfield,right,175.0,Norway,1987-06-16 00:00:00,27.0,Norway,CM
51168,Jens Hegeler,Midfield,Central Midfield,,,Germany,1988-01-22 00:00:00,26.0,Germany,CM
48164,Slobodan Medojevic,Midfield,Defensive Midfield,right,183.0,Serbia,1990-10-20 00:00:00,23.0,Serbia,DM
160938,Marc Oliver Kempf,Defender,Centre-Back,left,186.0,Germany,1995-01-28 00:00:00,19.0,Germany,CB
73013,Pierre-Michel Lasogga,Attack,Centre-Forward,right,189.0,Germany,1991-12-15 00:00:00,22.0,Germany,CF
39426,Nicolai Muller,Midfield,Attacking Midfield,right,173.0,Germany,1987-09-25 00:00:00,26.0,Germany,AM
34561,Johan Djourou,Defender,Centre-Back,right,192.0,Switzerland,1987-01-18 00:00:00,27.0,Switzerland,CB
53669,Matthias Ostrzolek,Defender,Left-Back,left,178.0,Germany,1990-06-05 00:00:00,24.0,Germany,LB
84435,Kevin Vogt,Defender,Centre-Back,right,194.0,Germany,1991-09-23 00:00:00,22.0,Germany,CB
16956,Slawomir Peszko,Attack,Left Winger,right,173.0,Poland,1985-02-19 00:00:00,29.0,Poland,LW
49501,Elias Kachunga,Attack,Centre-Forward,right,178.0,DR Congo,1992-04-22 00:00:00,22.0,DR Congo,RW
206386,Tin Jedvaj,Defender,Centre-Back,right,185.0,Croatia,1995-11-28 00:00:00,19.0,Croatia,CB
108880,Koen Casteels,Goalkeeper,Goalkeeper,left,197.0,Belgium,1992-06-25 00:00:00,22.0,Belgium,GK
164265,Dong-won Ji,Attack,Centre-Forward,right,187.0,"Korea, South",1991-05-28 00:00:00,23.0,"Korea, South",CF
7427,Ivica Olic,Attack,Centre-Forward,left,182.0,Croatia,1979-09-14 00:00:00,35.0,Croatia,CF
161056,Joshua Kimmich,Midfield,Defensive Midfield,right,177.0,Germany,1995-02-08 00:00:00,20.0,Germany,DM
40680,Sven Ulreich,Goalkeeper,Goalkeeper,right,192.0,Germany,1988-08-03 00:00:00,26.0,Germany,GK
85148,Julian Draxler,Attack,Left Winger,right,185.0,Germany,1993-09-20 00:00:00,21.0,Germany,LW
140579,Josip Drmic,Attack,Centre-Forward,right,184.0,Switzerland,1992-08-08 00:00:00,22.0,Switzerland,CF
102226,Thorgan Hazard,Midfield,Attacking Midfield,right,175.0,Belgium,1993-03-29 00:00:00,22.0,Belgium,LW
85867,Nico Schulz,Defender,Left-Back,left,180.0,Germany,1993-04-01 00:00:00,22.0,Germany,LB
48298,Lars Stindl,Midfield,Attacking Midfield,right,181.0,Germany,1988-08-26 00:00:00,26.0,Germany,SS
53418,Kevin Kampl,Midfield,Central Midfield,right,178.0,Slovenia,1990-10-09 00:00:00,24.0,Slovenia,CM
196357,Jonathan Tah,Defender,Centre-Back,right,195.0,Germany,1996-02-11 00:00:00,19.0,Germany,CB
58489,Kyriakos Papadopoulos,Defender,Centre-Back,right,185.0,Greece,1992-02-23 00:00:00,23.0,Greece,CB
148967,Konstantinos Stafylidis,Defender,Left-Back,left,178.0,Greece,1993-12-02 00:00:00,21.0,Greece,LB
118847,Dominik Kohr,Defender,Centre-Back,right,183.0,Germany,1994-01-31 00:00:00,21.0,Germany,CM
89650,Johannes Geis,Midfield,Defensive Midfield,right,181.0,Germany,1993-08-17 00:00:00,21.0,Germany,DM
59783,Franco Di Santo,Attack,Centre-Forward,right,193.0,Argentina,1989-04-07 00:00:00,26.0,Argentina,CF
28947,Gonzalo Castro,Midfield,Central Midfield,right,172.0,Germany,1987-06-11 00:00:00,28.0,Germany,CM
111900,Ju-ho Park,Defender,Left-Back,left,176.0,"Korea, South",1987-01-16 00:00:00,28.0,"Korea, South",LB
89718,Eduardo Vargas,Attack,Centre-Forward,right,173.0,Chile,1989-11-20 00:00:00,25.0,Chile,SS
142281,Anthony Ujah,Attack,Centre-Forward,right,180.0,Nigeria,1990-10-14 00:00:00,24.0,Nigeria,CF
160285,Milos Jojic,Midfield,Central Midfield,right,177.0,Serbia,1992-03-19 00:00:00,23.0,Serbia,CM
91716,Frederik Sorensen,Defender,Centre-Back,right,194.0,Denmark,1992-04-14 00:00:00,23.0,Denmark,CB
38360,Mevlut Erdinc,Attack,Centre-Forward,right,181.0,Turkey,1987-02-25 00:00:00,28.0,Turkey,CF
4687,Aaron Hunt,Midfield,Attacking Midfield,left,183.0,Germany,1986-09-04 00:00:00,28.0,Germany,AM
52530,Sven Schipplock,Attack,Centre-Forward,right,186.0,Germany,1988-11-08 00:00:00,26.0,Germany,CF
103310,Gotoku Sakai,Defender,Right-Back,right,176.0,Japan,1991-03-14 00:00:00,24.0,Japan,LB
187496,Maurice Multhaup,Attack,Right Winger,right,173.0,Germany,1996-12-15 00:00:00,18.0,Germany,RW
54846,Fabian Holland,Defender,Left-Back,left,172.0,Germany,1990-07-11 00:00:00,24.0,Germany,LB
7161,Jonas Hofmann,Midfield,Attacking Midfield,right,176.0,Germany,1992-07-14 00:00:00,23.0,Germany,RW
170522,Yanni Regasel,Defender,Right-Back,right,176.0,Germany,1996-01-13 00:00:00,20.0,Germany,RB
202228,Milos Veljkovic,Defender,Centre-Back,right,188.0,Serbia,1995-09-26 00:00:00,20.0,Serbia,CB
170530,Sinan Kurt,Attack,Left Winger,left,173.0,Germany,1996-07-23 00:00:00,19.0,Germany,LW
39728,Mats Hummels,Defender,Centre-Back,right,191.0,Germany,1988-12-16 00:00:00,27.0,Germany,CB
44466,Sebastian Rode,Midfield,Central Midfield,right,179.0,Germany,1990-10-11 00:00:00,25.0,Germany,CM
170986,Raphael Guerreiro,Defender,Left-Back,left,170.0,Portugal,1993-12-22 00:00:00,22.0,Portugal,LB
82009,Kevin Volland,Midfield,Attacking Midfield,left,179.0,Germany,1992-07-30 00:00:00,23.0,Germany,CF
34787,Julian Baumgartlinger,Midfield,Defensive Midfield,right,184.0,,1988-01-02 00:00:00,28.0,Austria,DM
16498,Ramazan Ozcan,Goalkeeper,Goalkeeper,left,185.0,Austria,1984-06-28 00:00:00,32.0,Austria,GK
85906,Danny da Costa,Defender,Centre-Back,right,187.0,Germany,1993-07-13 00:00:00,22.0,Germany,RB
82097,Christoph Kramer,Midfield,Defensive Midfield,right,191.0,Germany,1991-02-19 00:00:00,25.0,Germany,DM
185245,Jhon Cordoba,Attack,Centre-Forward,right,186.0,Colombia,1993-05-11 00:00:00,23.0,Colombia,CF
168543,Levin Oztunali,Midfield,Central Midfield,right,184.0,Germany,1996-03-15 00:00:00,20.0,Germany,CM
44713,Christian Clemens,Attack,Right Winger,right,180.0,Germany,1991-08-04 00:00:00,24.0,Germany,RW
119277,Yannick Gerhardt,Midfield,Central Midfield,left,184.0,Germany,1994-03-13 00:00:00,22.0,Germany,CM
29835,Jakub Blaszczykowski,Attack,Right Winger,right,176.0,Poland,1985-12-14 00:00:00,30.0,Poland,RW
270541,Serhou Guirassy,Attack,Centre-Forward,right,187.0,Guinea,1996-03-12 00:00:00,20.0,France,CF
55510,Marco Hoger,Midfield,Defensive Midfield,right,182.0,Germany,1989-09-16 00:00:00,26.0,Germany,DM
226074,Alen Halilovic,Midfield,Attacking Midfield,left,169.0,Croatia,1996-06-18 00:00:00,20.0,Croatia,AM
196095,Luca Waldschmidt,Attack,Centre-Forward,left,181.0,Germany,1996-05-19 00:00:00,20.0,Germany,SS
82361,Christian Mathenia,Goalkeeper,Goalkeeper,right,189.0,Germany,1992-03-31 00:00:00,24.0,Germany,GK
170463,Marcel Tisserand,Defender,Centre-Back,right,190.0,DR Congo,1993-01-10 00:00:00,23.0,DR Congo,CB
119120,Robert Leipertz,Attack,Right Winger,left,183.0,Germany,1993-02-01 00:00:00,23.0,Germany,RW
70285,Jonathan Schmid,Defender,Right-Back,right,179.0,France,1990-06-22 00:00:00,26.0,France,RB
90024,Alfred Finnbogason,Attack,Centre-Forward,right,184.0,Iceland,1989-02-01 00:00:00,27.0,Iceland,CF
196231,Marvin Friedrich,Defender,Centre-Back,right,193.0,Germany,1995-12-13 00:00:00,20.0,Germany,CB
159471,Serge Gnabry,Attack,Second Striker,right,176.0,Germany,1995-07-14 00:00:00,21.0,Germany,RW
179634,Robert Bauer,Defender,Centre-Back,right,183.0,,1995-04-09 00:00:00,21.0,Germany,DM
5017,Niklas Moisander,Defender,Centre-Back,left,183.0,Finland,1985-09-29 00:00:00,30.0,Finland,CB
82389,Fallou Diagne,Defender,Centre-Back,right,185.0,Senegal,1989-08-14 00:00:00,26.0,Senegal,CB
77920,Immanuel Hohn,Defender,Centre-Back,right,183.0,Germany,1991-12-23 00:00:00,24.0,Germany,CB
46580,Andrej Kramaric,Midfield,Attacking Midfield,right,177.0,Croatia,1991-06-19 00:00:00,25.0,Croatia,SS
125858,Kerem Demirbay,Midfield,Central Midfield,left,183.0,Germany,1993-07-03 00:00:00,23.0,Germany,CM
39743,Sandro Wagner,Attack,Centre-Forward,right,194.0,Germany,1987-11-29 00:00:00,28.0,Germany,CF
52348,Benjamin Hubner,Defender,Centre-Back,left,193.0,Germany,1989-07-04 00:00:00,26.0,Germany,CB
177779,Janik Haberer,Midfield,Central Midfield,right,187.0,Germany,1994-04-02 00:00:00,22.0,Germany,CM
107574,Jonas Meffert,Midfield,Defensive Midfield,right,186.0,Germany,1994-09-04 00:00:00,21.0,Germany,DM
74295,Aleksandar Ignjovski,Midfield,Defensive Midfield,right,175.0,Serbia,1991-01-27 00:00:00,25.0,Serbia,DM
206542,Robin Quaison,Attack,Centre-Forward,right,183.0,Sweden,1993-10-09 00:00:00,23.0,Sweden,SS
148955,Paul-Georges Ntep,Attack,Left Winger,right,180.0,Cameroon,1992-07-29 00:00:00,24.0,Cameroon,RW
38267,Mergim Mavraj,Defender,Centre-Back,left,189.0,Albania,1986-06-09 00:00:00,30.0,Albania,CB
190393,Corentin Tolisso,Midfield,Central Midfield,right,181.0,France,1994-08-03 00:00:00,22.0,France,CM
243714,Kingsley Coman,Attack,Left Winger,right,181.0,France,1996-06-13 00:00:00,21.0,France,RW
166601,Niklas Sule,Defender,Centre-Back,right,195.0,Germany,1995-09-03 00:00:00,21.0,Germany,CB
264956,Jean-Kevin Augustin,Attack,Centre-Forward,right,179.0,France,1997-06-16 00:00:00,20.0,France,CF
143891,Maximilian Philipp,Attack,Second Striker,right,183.0,Germany,1994-03-01 00:00:00,23.0,Germany,SS
43512,Omer Toprak,Defender,Centre-Back,right,187.0,Türkiye,1989-07-21 00:00:00,27.0,Turkey,CB
191422,Mahmoud Dahoud,Midfield,Central Midfield,right,178.0,Syria,1996-01-01 00:00:00,21.0,Germany,CM
42234,Havard Nordtveit,Defender,Centre-Back,right,188.0,Norway,1990-06-21 00:00:00,27.0,Norway,CB
231586,Jannes Horn,Defender,Left-Back,left,186.0,Germany,1997-02-06 00:00:00,20.0,Germany,LB
178459,Davie Selke,Attack,Centre-Forward,right,195.0,Germany,1995-01-20 00:00:00,22.0,Germany,CF
195246,Pascal Stenzel,Defender,Right-Back,right,183.0,Germany,1996-03-20 00:00:00,21.0,Germany,CB
67869,Marco Terrazzino,Attack,Left Winger,right,177.0,Germany,1991-04-15 00:00:00,26.0,Germany,AM
152963,Florian Niederlechner,Attack,Centre-Forward,right,187.0,Germany,1990-10-24 00:00:00,26.0,Germany,CF
185077,Vincenzo Grifo,Attack,Left Winger,right,180.0,Italy,1993-04-07 00:00:00,24.0,Italy,LW
51356,Raul Bobadilla,Attack,Centre-Forward,right,180.0,Paraguay,1987-06-18 00:00:00,30.0,Paraguay,CF
245537,Nabil Bentaleb,Midfield,Defensive Midfield,left,189.0,Algeria,1994-11-24 00:00:00,22.0,Algeria,CM
58949,Yevgen Konoplyanka,Midfield,Attacking Midfield,right,176.0,Ukraine,1989-09-29 00:00:00,27.0,Ukraine,LW
372711,Amine Harit,Attack,Left Winger,right,180.0,Morocco,1997-06-18 00:00:00,20.0,Morocco,AM
170927,Simon Falette,Defender,Centre-Back,left,185.0,Guinea,1992-02-19 00:00:00,25.0,Guinea,CB
20081,Gelson Fernandes,Midfield,Defensive Midfield,right,180.0,Switzerland,1986-09-02 00:00:00,30.0,Switzerland,DM
29993,Sven Bender,Midfield,Defensive Midfield,right,186.0,Germany,1989-04-27 00:00:00,28.0,Germany,DM
120205,Michael Gregoritsch,Attack,Centre-Forward,left,193.0,Austria,1994-04-18 00:00:00,23.0,Austria,SS
229005,Abdou Diallo,Defender,Centre-Back,left,187.0,Senegal,1996-05-04 00:00:00,21.0,Senegal,LB
129513,Alexandru Maxim,Midfield,Attacking Midfield,right,177.0,Romania,1990-07-08 00:00:00,26.0,Romania,AM
58874,Ignacio Camacho,Midfield,Defensive Midfield,right,182.0,Spain,1990-05-04 00:00:00,27.0,Spain,DM
18021,Paul Verhaegh,Defender,Right-Back,right,178.0,Netherlands,1983-09-01 00:00:00,33.0,Netherlands,RB
243606,Anastasios Donis,Attack,Left Winger,right,178.0,Greece,1996-08-29 00:00:00,20.0,Greece,CF
21327,Ron-Robert Zieler,Goalkeeper,Goalkeeper,right,188.0,Germany,1989-02-12 00:00:00,28.0,Germany,GK
77809,Julian Korb,Defender,Right-Back,right,177.0,Germany,1992-03-21 00:00:00,25.0,Germany,RB
36284,Simon Terodde,Attack,Centre-Forward,right,192.0,Germany,1988-03-02 00:00:00,29.0,Germany,CF
290551,Vincent Koziello,Midfield,Central Midfield,right,168.0,France,1995-10-28 00:00:00,22.0,France,CM
39094,Sebastian Langkamp,Defender,Centre-Back,right,191.0,Germany,1988-01-15 00:00:00,30.0,Germany,CB
66058,Admir Mehmedi,Attack,Second Striker,right,183.0,Switzerland,1991-03-16 00:00:00,26.0,Switzerland,SS
156779,Erik Thommy,Midfield,Attacking Midfield,right,175.0,Germany,1994-08-20 00:00:00,23.0,Germany,LM
57051,Sebastian Rudy,Midfield,Defensive Midfield,right,180.0,Germany,1990-02-28 00:00:00,28.0,Germany,DM
261905,Suat Serdar,Midfield,Central Midfield,right,184.0,Germany,1997-04-11 00:00:00,21.0,Germany,CM
126534,Salif Sane,Defender,Centre-Back,right,196.0,Senegal,1990-08-25 00:00:00,27.0,Senegal,CB
447221,Hamza Mendyl,Defender,Left-Back,left,179.0,Morocco,1997-10-21 00:00:00,20.0,Morocco,LB
193900,Marius Wolf,Defender,Right-Back,right,188.0,Germany,1995-05-27 00:00:00,23.0,Germany,RW
119211,Mitchell Weiser,Defender,Right-Back,right,177.0,Germany,1994-04-21 00:00:00,24.0,Germany,RB
348026,Nordi Mukiele,Defender,Right-Back,right,187.0,France,1997-11-01 00:00:00,20.0,France,RB
251876,Pablo Maffeo,Defender,Right-Back,right,172.0,Argentina,1997-07-12 00:00:00,20.0,Spain,RB
57995,Daniel Didavi,Midfield,Attacking Midfield,left,180.0,Germany,1990-02-21 00:00:00,28.0,Germany,AM
167329,Alassane Plea,Attack,Centre-Forward,right,181.0,France,1993-03-10 00:00:00,25.0,France,CF
182932,Davy Klaassen,Midfield,Central Midfield,right,179.0,Netherlands,1993-02-21 00:00:00,25.0,Netherlands,AM
31159,Martin Harnik,Attack,Right Winger,right,185.0,Austria,1987-06-10 00:00:00,31.0,Austria,RW
79377,Genki Haraguchi,Midfield,Attacking Midfield,right,178.0,Japan,1991-05-09 00:00:00,27.0,Japan,AM
420002,Jean-Philippe Mateta,Attack,Centre-Forward,right,192.0,France,1997-06-28 00:00:00,21.0,France,CF
225657,Philipp Lienhart,Defender,Centre-Back,right,189.0,Austria,1996-07-11 00:00:00,21.0,Austria,CB
77108,Jerome Gondorf,Midfield,Central Midfield,right,176.0,Germany,1988-06-26 00:00:00,30.0,Germany,CM
127076,Jerome Roussillon,Defender,Left-Back,left,175.0,Guadeloupe,1993-01-06 00:00:00,25.0,France,LB
89591,Felix Klaus,Attack,Right Winger,right,179.0,Germany,1992-09-13 00:00:00,25.0,Germany,RW
118196,Jean Zimmer,Defender,Right-Back,right,173.0,Germany,1993-12-06 00:00:00,24.0,Germany,RM
216181,Almamy Toure,Defender,Centre-Back,right,183.0,,1996-04-28 00:00:00,22.0,France,RB
281963,Lucas Hernandez,Defender,Left-Back,left,184.0,France,1996-02-14 00:00:00,23.0,France,CB
344600,Michael Cuisance,Midfield,Central Midfield,left,181.0,France,1999-08-16 00:00:00,20.0,France,CM
187492,Julian Brandt,Midfield,Attacking Midfield,right,185.0,Germany,1996-05-02 00:00:00,23.0,Germany,AM
406040,Ademola Lookman,Attack,Left Winger,right,174.0,Nigeria,1997-10-20 00:00:00,21.0,England,LW
344381,Christopher Nkunku,Attack,Centre-Forward,right,177.0,France,1997-11-14 00:00:00,21.0,France,AM
395516,Moussa Diaby,Attack,Right Winger,left,170.0,France,1999-07-07 00:00:00,19.0,France,LW
232454,Nadiem Amiri,Midfield,Central Midfield,right,180.0,Germany,1996-10-27 00:00:00,22.0,Germany,AM
237662,Breel Embolo,Attack,Centre-Forward,right,184.0,Switzerland,1997-02-14 00:00:00,22.0,Switzerland,CF
284732,Ramy Bensebaini,Defender,Centre-Back,left,187.0,Algeria,1995-04-16 00:00:00,24.0,Algeria,LB
85789,Martin Hinteregger,Defender,Centre-Back,left,184.0,Austria,1992-09-07 00:00:00,26.0,Austria,CB
45672,Kevin Trapp,Goalkeeper,Goalkeeper,right,189.0,Germany,1990-07-08 00:00:00,29.0,Germany,GK
156990,Marco Friedl,Defender,Centre-Back,left,187.0,Austria,1998-03-16 00:00:00,21.0,Austria,CB
303259,Dodi Lukebakio,Attack,Right Winger,left,184.0,Belgium,1997-09-24 00:00:00,21.0,Belgium,RW
247555,Edimilson Fernandes,Midfield,Defensive Midfield,right,187.0,Switzerland,1996-04-15 00:00:00,23.0,Switzerland,CM
136581,Aaron Martin,Defender,Centre-Back,right,190.0,England,1989-09-29 00:00:00,22.0,Spain,LB
410185,Ronael Pierre-Gabriel,Defender,Right-Back,right,177.0,France,1998-06-13 00:00:00,21.0,France,RB
296378,Luca Itter,Defender,Left-Back,left,183.0,Germany,1999-01-05 00:00:00,20.0,Germany,LB
259350,Chang-hoon Kwon,Attack,Right Winger,left,173.0,"Korea, South",1994-06-30 00:00:00,25.0,"Korea, South",RW
112930,Benito Raman,Attack,Centre-Forward,right,172.0,Belgium,1994-11-07 00:00:00,24.0,Belgium,CF
422380,Bernard Tekpetey,Attack,Right Winger,right,172.0,Ghana,1997-09-03 00:00:00,21.0,Ghana,RW
146714,Tomas Koubek,Goalkeeper,Goalkeeper,right,197.0,Czech Republic,1992-08-26 00:00:00,26.0,Czech Republic,GK
314295,Reece Oxford,Defender,Centre-Back,right,190.0,England,1998-12-16 00:00:00,20.0,England,CB
290587,Ellyes Skhiri,Midfield,Defensive Midfield,right,185.0,Tunisia,1995-05-10 00:00:00,24.0,Tunisia,DM
40074,Stefan Ilsanker,Midfield,Defensive Midfield,right,189.0,Austria,1989-05-18 00:00:00,30.0,Austria,DM
145866,Munas Dabbur,Attack,Centre-Forward,right,182.0,Israel,1992-05-14 00:00:00,27.0,Israel,CF
293281,Jacob Bruun Larsen,Attack,Left Winger,right,183.0,Denmark,1998-09-19 00:00:00,21.0,Denmark,LW
208167,Dawid Kownacki,Attack,Centre-Forward,right,186.0,Poland,1997-03-14 00:00:00,22.0,Poland,CF
353948,Lucas Tousart,Midfield,Central Midfield,right,184.0,France,1997-04-29 00:00:00,22.0,France,DM
159239,Dennis Srbeny,Attack,Centre-Forward,right,190.0,Germany,1994-05-05 00:00:00,25.0,Germany,CF
190685,Bouna Sarr,Defender,Right-Back,right,178.0,Senegal,1992-01-31 00:00:00,28.0,Senegal,RB
215864,Mijat Gacinovic,Midfield,Attacking Midfield,right,175.0,Serbia,1995-02-08 00:00:00,25.0,Serbia,AM
